name,display_name,data_type,chart_type
"Japan, Business, CO EW, Manufacturing, Current","Japan, Business, CO EW, Manufacturing, Current",None,line
"Japan, Business, CO EW, Non-manufacturing, Current","Japan, Business, CO EW, Non-manufacturing, Current",None,line
"Japan, Business, CO EW, Future","Japan, Business, CO EW, Future",None,line
"Japan, Business, CO EW, Manufacturing, Future","Japan, Business, CO EW, Manufacturing, Future",None,line
"Japan, Business, CO EW, Non-manufacturing, Future","Japan, Business, CO EW, Non-manufacturing, Future",None,line
"Japan, Economy, CO EW, Current","Japan, Economy, CO EW, Current",None,line
"Japan, Economy, CO EW, Employment, Current","Japan, Economy, CO EW, Employment, Current",None,line
"Japan, Economy, CO EW, Future","Japan, Economy, CO EW, Future",None,line
"Japan, Economy, CO EW, Employment, Future","Japan, Economy, CO EW, Employment, Future",None,line
"Japan, Consumer, CO EW, Current and future","Japan, Consumer, CO EW, Current and future",None,line
"Japan, Consumer, CO EW, Retail, Current and future","Japan, Consumer, CO EW, Retail, Current and future",None,line
"Japan, Consumer, CO EW, Food and beverage, Current and future","Japan, Consumer, CO EW, Food and beverage, Current and future",None,line
"Japan, Consumer, CO EW, Services, Current and future","Japan, Consumer, CO EW, Services, Current and future",None,line
"Japan, Consumer, CO EW, Housing, Current and future","Japan, Consumer, CO EW, Housing, Current and future",None,line
"Japan, Business, CO EW, Current and future","Japan, Business, CO EW, Current and future",None,line
"Japan, Business, CO EW, Manufacturing, Current and future","Japan, Business, CO EW, Manufacturing, Current and future",None,line
"Japan, Business, CO EW, Non-manufacturing, Current and future","Japan, Business, CO EW, Non-manufacturing, Current and future",None,line
"Japan, Economy, CO EW, Current and future","Japan, Economy, CO EW, Current and future",None,line
"Japan, Economy, CO EW, Employment, Current and future","Japan, Economy, CO EW, Employment, Current and future",None,line
"Japan, Economy, CO EW, Current, LT average","Japan, Economy, CO EW, Current, LT average",None,line
"Japan, Consumer, CO EW, Current, LT average","Japan, Consumer, CO EW, Current, LT average",None,line
"Japan, Consumer, CO EW, Retail, Current, LT average","Japan, Consumer, CO EW, Retail, Current, LT average",None,line
"Japan, Consumer, CO EW, Food and beverage, Current, LT average","Japan, Consumer, CO EW, Food and beverage, Current, LT average",None,line
"Japan, Consumer, CO EW, Services, Current, LT average","Japan, Consumer, CO EW, Services, Current, LT average",None,line
"Japan, Consumer, CO EW, Housing, Current, LT average","Japan, Consumer, CO EW, Housing, Current, LT average",None,line
"Japan, Business, CO EW, Current, LT average","Japan, Business, CO EW, Current, LT average",None,line
"Japan, Business, CO EW, Manufacturing, Current, LT average","Japan, Business, CO EW, Manufacturing, Current, LT average",None,line
"Japan, Business, CO EW, Non-manufacturing, Current, LT average","Japan, Business, CO EW, Non-manufacturing, Current, LT average",None,line
"Japan, Economy, CO EW, Employment, Current, LT average","Japan, Economy, CO EW, Employment, Current, LT average",None,line
"Japan, Business, S&P PMI, Manufacturing, 3mma","Japan, Business, S&P PMI, Manufacturing, 3mma",None,line
"Japan, Business, S&P PMI, Services, 3mma","Japan, Business, S&P PMI, Services, 3mma",None,line
"Japan, Business, S&P PMI, Manufacturing, Flash, 3mma","Japan, Business, S&P PMI, Manufacturing, Flash, 3mma",None,line
"Japan, Business, S&P PMI, Services, Flash, 3mma","Japan, Business, S&P PMI, Services, Flash, 3mma",None,line
"Japan, Business, Reuters Tankan, Manufacturing, Current, 3mma","Japan, Business, Reuters Tankan, Manufacturing, Current, 3mma",None,line
"Japan, Business, Reuters Tankan, Nonmanufacturing, Current, 3mma","Japan, Business, Reuters Tankan, Nonmanufacturing, Current, 3mma",None,line
"Japan, Business, Reuters Tankan, Manufacturing, Future, 3mma","Japan, Business, Reuters Tankan, Manufacturing, Future, 3mma",None,line
"Japan, Business, Reuters Tankan, Nonmanufacturing, Future, 3mma","Japan, Business, Reuters Tankan, Nonmanufacturing, Future, 3mma",None,line
"Japan, Business, Reuters Tankan, Manufacturing, Current and future, 3mma","Japan, Business, Reuters Tankan, Manufacturing, Current and future, 3mma",None,line
"Japan, Business, Reuters Tankan, Nonmanufacturing, Current and future, 3mma","Japan, Business, Reuters Tankan, Nonmanufacturing, Current and future, 3mma",None,line
"Japan, Consumer, CO EW, Current, 3mma","Japan, Consumer, CO EW, Current, 3mma",None,line
"Japan, Consumer, CO EW, Retail, Current, 3mma","Japan, Consumer, CO EW, Retail, Current, 3mma",None,line
"Japan, Consumer, CO EW, Food and beverage, Current, 3mma","Japan, Consumer, CO EW, Food and beverage, Current, 3mma",None,line
"Japan, Consumer, CO EW, Services, Current, 3mma","Japan, Consumer, CO EW, Services, Current, 3mma",None,line
"Japan, Consumer, CO EW, Housing, Current, 3mma","Japan, Consumer, CO EW, Housing, Current, 3mma",None,line
"Japan, Consumer, CO EW, Future, 3mma","Japan, Consumer, CO EW, Future, 3mma",None,line
"Japan, Consumer, CO EW, Retail, Future, 3mma","Japan, Consumer, CO EW, Retail, Future, 3mma",None,line
